PPI,trp1,his1
DBD:2CDP06:AD:BCDP01,11188.0,1123.0
DBD:2CDP06:AD:BECM01,10174.0,845.0
DBD:2CDP06:AD:Bcl-2,4361.0,6881.0
DBD:2CDP06:AD:Bcl-B,25903.0,3673.0
DBD:2CDP06:AD:Bcl-w,4840.0,911.0
DBD:2CDP06:AD:Bcl-xL,5016.0,870.0
DBD:2CDP06:AD:Bfl-1,8989.0,1353.0
DBD:2CDP06:AD:FECM04,15362.0,1115.0
DBD:2CDP06:AD:Mcl1[151-321],22149.0,1860.0
DBD:2CDP06:AD:XCDP07,2307.0,205.0
DBD:2CDP06:AD:alphaBCL2,9792.0,1202.0
DBD:2CDP06:AD:alphaBCLB,11107.0,831.0
DBD:2CDP06:AD:alphaBFL1,18577.0,1751.0
DBD:2CDP06:AD:alphaMCL1,335018.0,1229.0
DBD:BCDP01:AD:BECM01,9991.0,7418.0
DBD:BCDP01:AD:Bcl-2,5000.0,9433.0
DBD:BCDP01:AD:Bcl-B,31856.0,285929.0
DBD:BCDP01:AD:Bcl-w,5548.0,1651.0
DBD:BCDP01:AD:Bcl-xL,3279.0,6745.0
DBD:BCDP01:AD:Bfl-1,11389.0,42071.0
DBD:BCDP01:AD:FECM04,15351.0,4743.0
DBD:BCDP01:AD:Mcl1[151-321],21209.0,101986.0
DBD:BCDP01:AD:XCDP07,2920.0,1236.0
DBD:BCDP01:AD:alphaBCL2,20796.0,3667.0
DBD:BCDP01:AD:alphaBCLB,12867.0,7294.0
DBD:BCDP01:AD:alphaBFL1,20953.0,8118.0
DBD:BCDP01:AD:alphaMCL1,23672.0,5904.0
DBD:BECM01:AD:Bcl-2,5752.0,2324.0
DBD:BECM01:AD:Bcl-B,28449.0,183089.0
DBD:BECM01:AD:Bcl-w,5001.0,1481.0
DBD:BECM01:AD:Bcl-xL,4314.0,2027.0
DBD:BECM01:AD:Bfl-1,10926.0,21019.0
DBD:BECM01:AD:FECM04,12651.0,2636.0
DBD:BECM01:AD:Mcl1[151-321],18335.0,11216.0
DBD:BECM01:AD:XCDP07,3637.0,529.0
DBD:BECM01:AD:alphaBCL2,16195.0,1694.0
DBD:BECM01:AD:alphaBCLB,13706.0,4909.0
DBD:BECM01:AD:alphaBFL1,30279.0,5332.0
DBD:BECM01:AD:alphaMCL1,19925.0,3844.0
DBD:Bcl-2:AD:Bcl-B,16111.0,10054.0
DBD:Bcl-2:AD:Bcl-w,1287.0,166.0
DBD:Bcl-2:AD:Bcl-xL,1552.0,469.0
DBD:Bcl-2:AD:Bfl-1,3878.0,2271.0
DBD:Bcl-2:AD:FECM04,4309.0,14314.0
DBD:Bcl-2:AD:Mcl1[151-321],7011.0,2866.0
DBD:Bcl-2:AD:XCDP07,961.0,1184.0
DBD:Bcl-2:AD:alphaBCL2,4244.0,12761.0
DBD:Bcl-2:AD:alphaBCLB,5070.0,1590.0
DBD:Bcl-2:AD:alphaBFL1,8501.0,18124.0
DBD:Bcl-2:AD:alphaMCL1,7505.0,1300.0
DBD:Bcl-B:AD:Bcl-w,9875.0,1347.0
DBD:Bcl-B:AD:Bcl-xL,8609.0,4116.0
DBD:Bcl-B:AD:Bfl-1,25072.0,9680.0
DBD:Bcl-B:AD:FECM04,32384.0,9261.0
DBD:Bcl-B:AD:Mcl1[151-321],44382.0,16030.0
DBD:Bcl-B:AD:XCDP07,8069.0,6947.0
DBD:Bcl-B:AD:alphaBCL2,32142.0,5833.0
DBD:Bcl-B:AD:alphaBCLB,24285.0,95229.0
DBD:Bcl-B:AD:alphaBFL1,47620.0,14656.0
DBD:Bcl-B:AD:alphaMCL1,40916.0,18777.0
DBD:Bcl-w:AD:Bcl-xL,732.0,78.0
DBD:Bcl-w:AD:Bfl-1,3121.0,354.0
DBD:Bcl-w:AD:FECM04,4289.0,1050.0
DBD:Bcl-w:AD:Mcl1[151-321],4316.0,548.0
DBD:Bcl-w:AD:XCDP07,784.0,1181.0
DBD:Bcl-w:AD:alphaBCL2,4573.0,986.0
DBD:Bcl-w:AD:alphaBCLB,3656.0,269.0
DBD:Bcl-w:AD:alphaBFL1,4898.0,1569.0
DBD:Bcl-w:AD:alphaMCL1,6207.0,269.0
DBD:Bcl-xL:AD:Bfl-1,2301.0,779.0
DBD:Bcl-xL:AD:FECM04,2974.0,5599.0
DBD:Bcl-xL:AD:Mcl1[151-321],3573.0,1011.0
DBD:Bcl-xL:AD:XCDP07,3323.0,359.0
DBD:Bcl-xL:AD:alphaBCL2,4719.0,1219.0
DBD:Bcl-xL:AD:alphaBCLB,2889.0,535.0
DBD:Bcl-xL:AD:alphaBFL1,3681.0,5568.0
DBD:Bcl-xL:AD:alphaMCL1,4051.0,598.0
DBD:Bfl-1:AD:FECM04,6721.0,20465.0
DBD:Bfl-1:AD:Mcl1[151-321],11067.0,4380.0
DBD:Bfl-1:AD:XCDP07,1664.0,368.0
DBD:Bfl-1:AD:alphaBCL2,7382.0,1220.0
DBD:Bfl-1:AD:alphaBCLB,8024.0,2375.0
DBD:Bfl-1:AD:alphaBFL1,9606.0,38446.0
DBD:Bfl-1:AD:alphaMCL1,13591.0,8416.0
DBD:FECM04:AD:Mcl1[151-321],11931.0,4886.0
DBD:FECM04:AD:XCDP07,1606.0,137.0
DBD:FECM04:AD:alphaBCL2,8075.0,404.0
DBD:FECM04:AD:alphaBCLB,10066.0,1130.0
DBD:FECM04:AD:alphaBFL1,15989.0,1504.0
DBD:FECM04:AD:alphaMCL1,11748.0,1902.0
DBD:Mcl1[151-321]:AD:XCDP07,2070.0,1609.0
DBD:Mcl1[151-321]:AD:alphaBCL2,8790.0,901.0
DBD:Mcl1[151-321]:AD:alphaBCLB,10304.0,3010.0
DBD:Mcl1[151-321]:AD:alphaBFL1,13738.0,7778.0
DBD:Mcl1[151-321]:AD:alphaMCL1,11884.0,34855.0
DBD:XCDP07:AD:alphaBCL2,6651.0,2025.0
DBD:XCDP07:AD:alphaBCLB,7288.0,4575.0
DBD:XCDP07:AD:alphaBFL1,10580.0,3742.0
DBD:XCDP07:AD:alphaMCL1,10619.0,2466.0
DBD:alphaBCL2:AD:alphaBCLB,7112.0,450.0
DBD:alphaBCL2:AD:alphaBFL1,11828.0,645.0
DBD:alphaBCL2:AD:alphaMCL1,11492.0,447.0
DBD:alphaBCLB:AD:alphaBFL1,24575.0,3957.0
DBD:alphaBCLB:AD:alphaMCL1,21093.0,2722.0
DBD:alphaBFL1:AD:alphaMCL1,19340.0,1445.0
DBD:2CDP06:AD:2CDP06,153.0,7.0
DBD:BCDP01:AD:BCDP01,1076.0,4111.0
DBD:BECM01:AD:BECM01,9031.0,3539.0
DBD:Bcl-2:AD:Bcl-2,3492.0,1450.0
DBD:Bcl-B:AD:Bcl-B,586.0,924.0
DBD:Bcl-w:AD:Bcl-w,679.0,38.0
DBD:Bcl-xL:AD:Bcl-xL,56.0,38.0
DBD:Bfl-1:AD:Bfl-1,3335.0,2084.0
DBD:FECM04:AD:FECM04,7663.0,799.0
DBD:Mcl1[151-321]:AD:Mcl1[151-321],4936.0,2841.0
DBD:XCDP07:AD:XCDP07,695.0,313.0
DBD:alphaBCL2:AD:alphaBCL2,2153.0,90.0
DBD:alphaBCLB:AD:alphaBCLB,8010.0,2746.0
DBD:alphaBFL1:AD:alphaBFL1,2260.0,652.0
DBD:alphaMCL1:AD:alphaMCL1,7951.0,984.0
DBD:BCDP01:AD:2CDP06,16257.0,2538.0
DBD:BECM01:AD:2CDP06,17280.0,1811.0
DBD:Bcl-2:AD:2CDP06,5066.0,8438.0
DBD:Bcl-B:AD:2CDP06,41065.0,6453.0
DBD:Bcl-w:AD:2CDP06,4536.0,1460.0
DBD:Bcl-xL:AD:2CDP06,2924.0,316.0
DBD:Bfl-1:AD:2CDP06,9182.0,771.0
DBD:FECM04:AD:2CDP06,9389.0,767.0
DBD:Mcl1[151-321]:AD:2CDP06,9347.0,992.0
DBD:XCDP07:AD:2CDP06,11349.0,1174.0
DBD:alphaBCL2:AD:2CDP06,8165.0,459.0
DBD:alphaBCLB:AD:2CDP06,17537.0,1697.0
DBD:alphaBFL1:AD:2CDP06,13920.0,787.0
